id,product_slug,universal_sku,name,brand,category_path,gtin_upc,description,specifications,images,status,source,catalog_metadata,created_at,updated_at
gpc-a69a74c3-41e4-4795-9cca-ed610c5c370a,haircare/moroccanoil-moroccanoil-treatment-original-100ml-dd73c9,VS-HAI-MOR-786BB3,MoroccanOil Treatment Original 100ml,MoroccanOil,{Haircare},,"A versatile, argan oil-infused hair treatment and styler that promotes softer, stronger hair with increased shine.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-yrkd470n/products/iid-rqcj74cp/original-1765527032311.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766439434273"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-c2d4f94c-ec70-4269-a8f7-29f1b41881c8,fragrance/chanel-chanel-n°5-eau-de-parfum-spray-100ml-50cee0,VS-FRA-CHA-812939,Chanel N°5 Eau de Parfum Spray 100ml,Chanel,{Fragrance},,"A timeless, legendary fragrance presented in an iconic bottle.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-yrkd470n/products/iid-pbhq13h0/original-1765527112746.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766439434277"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-1f705dec-ace6-4243-9528-8d040c608d4f,office furniture/ergotech-ergoflex-mesh-office-chair-3d1de8,VS-OFF-ERG-D7709F,ErgoFlex Mesh Office Chair,ErgoTech,"{""Office Furniture""}",,A comfortable and adjustable mesh office chair designed for long hours of use.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-5b9jyhj2/original-1766530780553.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766530676993"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-515207f7-cd42-47d1-ae8c-3e72c5525665,books & media/harperone-the-alchemist-by-paulo-coelho-(paperback)-8cda7e,VS-BOO-HAR-D91D91,The Alchemist by Paulo Coelho (Paperback),HarperOne,"{""Books & Media""}",,A special 25th anniversary edition of Paulo Coelho's extraordinary international bestselling phenomenon—the inspiring spiritual tale of self-discovery.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-05kwmoez/original-1766436751061.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766436571331"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-31296006-a4b7-4014-a827-7ad48379c542,"frozen foods/birds-eye-birds-eye-steamfresh-broccoli-florets,-10.8-oz-4ec14c",VS-FRO-BIR-23392D,"Birds Eye Steamfresh Broccoli Florets, 10.8 oz",Birds Eye,"{""Frozen Foods""}",,"Fresh frozen broccoli florets, perfect for a quick and healthy side.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-4thay43d/original-1765232859130.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766436467819"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-d3ee8dc0-0e38-4b2d-a66a-8c0c75886724,hand tools/craftsman-craftsman-16-oz-fiberglass-claw-hammer-0412b8,VS-HAN-CRA-77A8DA,Craftsman 16 oz Fiberglass Claw Hammer,Craftsman,"{""Hand Tools""}",,"A durable, lightweight hammer designed for a variety of home improvement tasks.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-q1emw6pv/original-1766112521799.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766530641097"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-59833fb2-0010-48c7-9ebd-120992a8b7c1,electrical/eaton-eaton-br-20-amp-single-pole-circuit-breaker-596e46,VS-ELE-EAT-B0AC08,Eaton BR 20 Amp Single Pole Circuit Breaker,Eaton,{Electrical},,A reliable single pole circuit breaker designed for residential and commercial applications.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-0cuc4z27/original-1766112602043.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766530641101"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-fe528737-0b9e-467a-abe9-d93f0a61e7b3,"dairy & eggs/chobani-greek-yogurt,-strawberry,-5.3-oz-07254d",VS-DAI-CHO-2590A8,"Greek Yogurt, Strawberry, 5.3 oz",Chobani,"{""Dairy & Eggs""}",,A single-serving cup of creamy Greek yogurt with real strawberry pieces.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-frm5d1c8/original-1765232540786.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766436467811"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-4460c0bd-a9e5-4c2a-8079-dbc992288e1b,makeup/giorgio-armani-luminous-silk-foundation-30ml-ed3acb,VS-MAK-GIO-184D9A,Luminous Silk Foundation 30ml,Giorgio Armani,{Makeup},,"A lightweight liquid foundation that achieves a radiant, silky finish.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-yrkd470n/products/iid-qmwgpy1j/original-1765527075882.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766439434275"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-be216484-51a1-48d6-8abe-2025d60f4cdb,health & beauty/luminous-skin-revitalizing-night-cream--50ml-2f8ed9,VS-HEA-LUM-D3564B,Revitalizing Night Cream - 50ml,Luminous Skin,"{""Health & Beauty""}",,"An ultra-nourishing night cream designed to rejuvenate skin while you sleep, providing deep hydration and reducing the appearance of fine lines.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-5s8vjvxl/original-1766436700970.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766436571325"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-a1c065db-3572-4b7f-ac53-bf3fa686b475,health & beauty/luminance-skincare-radiant-glow-hydrating-serum-50ml-30d46f,VS-HEA-LUM-FA9D4B,Radiant Glow Hydrating Serum 50ml,Luminance Skincare,"{""Health & Beauty""}",,"A lightweight, deeply hydrating serum designed to give your skin a radiant glow.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-dskuajco/original-1765116053899.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766436571324"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-1efbe950-fb3d-4c6b-a2e4-9f1299e12d35,outdoor furniture/harbour-outdoor-riviera-luxe-teak-sectional-sofa-e1f623,VS-OUT-HAR-E094A3,Riviera Luxe Teak Sectional Sofa,Harbour Outdoor,"{""Outdoor Furniture""}",,A luxurious outdoor sectional sofa crafted from premium Grade A teak.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-uxripgbb/original-1766530798977.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766530676994"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-7d27e449-3399-45ec-b072-6553d7928c9d,living room/magnolia-home-magnolia-home-cozy-corner-sectional-sofa-198dc0,VS-LIV-MAG-3BBE23,Magnolia Home Cozy Corner Sectional Sofa,Magnolia Home,"{""Living Room""}",,"A plush, L-shaped sectional sofa designed to transform your living room into a haven of comfort.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-pcjwag8v/original-1766530741713.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766530676991"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-7c78e92d-3e37-4bf9-8cc7-d6b5c38cfdb6,women's bottoms/levi's-gloria-high-waisted-skinny-jeans--size-6-c36b75,VS-WOM-LEV-22AC43,Gloria High-Waisted Skinny Jeans - Size 6,Levi's,"{""Women's Bottoms""}",,A sleek pair of high-waisted skinny jeans perfect for any occasion.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ucgs9idl/products/iid-smhxq9hs/original-1765615359928.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1767098488108"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-feb85040-2567-4c9e-afa5-448def259406,apparel/demo-brand-running-shoes--athletic-6890b9,VS-APP-DEM-B8DB3D,Running Shoes - Athletic,Demo Brand,{Apparel},,Lightweight running shoes with cushioned sole,,,active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""APPAREL-SH-RUN"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-4c6a1358-666d-4094-8bde-d66395f17cc0,dresses/luna-boutique-evelyn-floral-wrap-dress--m-f12596,VS-DRE-LUN-6F8515,Evelyn Floral Wrap Dress - M,Luna Boutique,{Dresses},,"A charming mid-length wrap dress featuring a vibrant floral print, perfect for any spring or summer occasion.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ucgs9idl/products/iid-38wrknua/original-1765615378157.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1767098488109"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-b92e7c11-d18e-490a-b7e3-12d4fbd07bfe,"skincare/neutrogena-hydraboost-water-gel-moisturizer,-50ml-727f44",VS-SKI-NEU-635781,"HydraBoost Water Gel Moisturizer, 50ml",Neutrogena,{Skincare},,A lightweight water gel moisturizer that provides 48-hour hydration.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-yrkd470n/products/iid-j2ssz0ts/original-1765526991726.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766439434271"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-856cba02-836e-43e5-adb4-3457c7a7d3a9,apparel/demo-brand-athletic-socks--6-pack-88a47b,VS-APP-DEM-9323B6,Athletic Socks - 6 Pack,Demo Brand,{Apparel},,"Moisture-wicking athletic socks, 6-pack",,,active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""APPAREL-SK-ATH"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-5cf9dc86-711c-4d3a-86db-a2802d9c1e05,office supplies/demo-brand-led-desk-lamp-98edbc,VS-OFF-DEM-D69FF8,LED Desk Lamp,Demo Brand,"{""Office Supplies""}",,Adjustable LED desk lamp with USB charging port,,,active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""OFFICE-DL-LED"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-b4d62321-cfd0-4546-9f2f-ac8ca2a5fc93,"dairy & eggs/land-o'lakes-unsalted-butter,-16-oz-3cc49d",VS-DAI-LAN-96C75A,"Unsalted Butter, 16 oz",Land O'Lakes,"{""Dairy & Eggs""}",,"A 16 oz block of high-quality, unsalted butter perfect for baking and cooking.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-jj3l1lud/original-1765232560457.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766436467810"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-46405355-fd1b-4956-a03b-cf159c5cd6ef,"drawing & painting/faber-castell-faber-castell-polychromos-artists'-color-pencils,-tin-of-24-f7860a",VS-DRA-FAB-3A5CC5,"Faber-Castell Polychromos Artists' Color Pencils, Tin of 24",Faber-Castell,"{""Drawing & Painting""}",,"A tin of 24 premium quality Polychromos artists' color pencils, known for their unparalleled lightfastness and color brilliance.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-m8ijkrnk/products/sid-c48mz81p/original-1766440366447.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766440209114"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-4cc684ec-710b-4ee8-aecf-f5b1a8d1d649,office supplies/demo-brand-desk-organizer-set-1d2e4a,VS-OFF-DEM-064C84,Desk Organizer Set,Demo Brand,"{""Office Supplies""}",,Bamboo desk organizer with multiple compartments,,,active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""OFFICE-DO-SET"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-11ea7b55-ad67-4903-81e2-a19a769dfe28,home & garden/greenthumb-greenthumb-3-tier-wooden-plant-stand-b034ea,VS-HOM-GRE-60C3C0,GreenThumb 3-Tier Wooden Plant Stand,GreenThumb,"{""Home & Garden""}",,A sturdy and stylish 3-tier wooden plant stand perfect for showcasing your indoor plants.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-jsc25fau/original-1765116034671.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766436571322"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-4ab2acde-8b56-43b2-b29a-54e5c2db3865,"men's shirts/calvin-klein-calvin-klein-cotton-stretch-shirt,-size-l-f6fc3d",VS-MEN-CAL-0203A2,"Calvin Klein Cotton Stretch Shirt, Size L",Calvin Klein,"{""Men's Shirts""}",,"A sleek, comfortable stretch shirt perfect for any occasion.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ucgs9idl/products/iid-ky96bhtl/original-1765615394842.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1767098488110"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-c72df2ea-34c9-4702-a1d0-ed63a8e845db,electronics/demo-brand-portable-power-bank-20000mah-19fb60,VS-ELE-DEM-33A521,Portable Power Bank 20000mAh,Demo Brand,{Electronics},,High-capacity power bank with dual USB ports,,,active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""POWER-PB-20K"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-600ffe54-8ab8-4430-beb5-76cc5d688f97,apparel/demo-brand-cotton-t-shirt--unisex-dea733,VS-APP-DEM-EC2A92,Cotton T-Shirt - Unisex,Demo Brand,{Apparel},,"100% organic cotton t-shirt, available in multiple colors",,,active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""APPAREL-TS-UNI"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-c0b5ab5b-2172-42ed-8aac-c0406f370305,electronics/demo-brand-wireless-bluetooth-headphones-a223c8,VS-ELE-DEM-B2257C,Wireless Bluetooth Headphones,Demo Brand,{Electronics},,Premium noise-canceling wireless headphones with 30-hour battery life,,,active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""AUDIO-WH-001"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-5341ac1c-a49e-4d74-abef-a5a91e5f84a0,sports & outdoors/eagle-peak-trailblazer-lightweight-hiking-backpack--30l-07a569,VS-SPO-EAG-9EE103,Trailblazer Lightweight Hiking Backpack - 30L,Eagle Peak,"{""Sports & Outdoors""}",,"A lightweight, durable backpack designed for day hikes and outdoor adventures.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-lug2msna/original-1766436716307.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766436571327"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-5sbf6f,birds-eye-birds-eye-steamfresh-broccoli--frozen-foods,qsid-1766436467819,"Birds Eye Steamfresh Broccoli Florets, 5 oz Plus",Birds Eye,{frozen-foods},,"Fresh frozen broccoli florets, perfect for a quick and healthy side.",,,active,platform,"{""variants"": [{""sku"": ""R4KG-PHYS-SHIP-PUBL-VH6YC"", ""name"": ""Small"", ""attributes"": {""size"": ""Small""}, ""price_cents"": 100}, {""sku"": ""R4KG-PHYS-SHIP-PUBL-VDVUX"", ""name"": ""Medium"", ""attributes"": {""size"": ""Medium""}, ""price_cents"": 200}], ""has_variants"": true, ""variant_count"": 2, ""max_price_cents"": 200, ""min_price_cents"": 100, ""available_attributes"": {""size"": [""Medium"", ""Small""]}}",2026-05-03 01:11:43.106,2026-05-03 01:58:03.322979
