id,name,slug,description,google_category_id,parent_id,level,icon_emoji,sort_order,is_active,is_featured,created_at,updated_at,gcid
cat_2881eb93-12a4-4737-94b3-db25c3a62ff2,Western Apparel Store,western-apparel-store,Western Apparel Store - Business category for western apparel store,gcid:western-apparel-store,,0,🏬,3980,t,f,2025-12-03 22:41:09.638+00,2026-01-07 19:42:38.274596+00,gcid:western_apparel_store
cat_b94554b2-e113-4c71-9154-9bc661b77d9f,Wicker Store,wicker-store,Wicker Store - Business category for wicker store,gcid:wicker-store,,0,🏬,4040,t,f,2025-12-03 22:41:11.093+00,2026-01-07 19:42:38.274596+00,gcid:wicker_store
cat_78c80023-313a-4301-a74d-7586e5479cea,Windsurfing Store,windsurfing-store,Windsurfing Store - Business category for windsurfing store,gcid:windsurfing-store,,0,🏬,4060,t,f,2025-12-03 22:41:11.546+00,2026-01-07 19:42:38.274596+00,gcid:windsurfing_store
cat_90509892-bcb0-4526-a1b9-c2173e34527b,Winemaking Supply Store,winemaking-supply-store,Winemaking Supply Store - Business category for winemaking supply store,gcid:winemaking-supply-store,,0,🏬,4080,t,f,2025-12-03 22:41:11.959+00,2026-01-07 19:42:38.274596+00,gcid:winemaking_supply_store
cat_a55fbe11-b3b1-4d0d-b431-e40569b52684,Womens Clothing Store,womens-clothing-store,Womens Clothing Store - Business category for womens clothing store,gcid:womens-clothing-store,,0,🏬,4090,t,f,2025-12-03 22:41:12.165+00,2026-01-07 19:42:38.274596+00,gcid:womens_clothing_store
cat_d8336da2-047d-4cca-915a-9281a7809c1b,Woodworking Supply Store,woodworking-supply-store,Woodworking Supply Store - Business category for woodworking supply store,gcid:woodworking-supply-store,,0,🏬,4100,t,f,2025-12-03 22:41:12.465+00,2026-01-07 19:42:38.274596+00,gcid:woodworking_supply_store
cat_9dcf329b-cf24-409b-b181-94658c77bded,Wool Store,wool-store,Wool Store - Business category for wool store,gcid:wool-store,,0,🏬,4110,t,f,2025-12-03 22:41:12.671+00,2026-01-07 19:42:38.274596+00,gcid:wool_store
cat_0dac38d3-4137-4813-a8ba-bd87607d5627,Work Clothes Store,work-clothes-store,Work Clothes Store - Business category for work clothes store,gcid:work-clothes-store,,0,🏬,4120,t,f,2025-12-03 22:41:12.881+00,2026-01-07 19:42:38.274596+00,gcid:work_clothes_store
cat_e37a5fde-8f41-4fb2-8e15-9e5ad55b7766,Yarn Store,yarn-store,Yarn Store - Business category for yarn store,gcid:yarn-store,,0,🏬,4130,t,f,2025-12-03 22:41:13.119+00,2026-01-07 19:42:38.274596+00,gcid:yarn_store
cat_9c00da82-4ad9-4dab-903e-ba8429f65965,Youth Clothing Store,youth-clothing-store,Youth Clothing Store - Business category for youth clothing store,gcid:youth-clothing-store,,0,🏬,4140,t,f,2025-12-03 22:41:13.315+00,2026-01-07 19:42:38.274596+00,gcid:youth_clothing_store
